Titel in Originalschrift,Titel,Person/Institution,Weitere Beteiligte,Verantwort.angabe,Quelle,Werktitel,Ort/Verlag,Jahr/Datierung,Weitere Angaben,Umfang/Illustr./Format,Verknüpfte Titel,Sprache,Jahr/Datierung,Weitere Titel,Ausgabe,Schlagwörter,Regensburger Verbundklassifikation,Basisklassifikation,Ordnungsgruppe,ISBN/ISSN/ISMN,Beschreibung,Einzelbände/Artikel,Linksammlung,Standort,Signaturen,Zum Inhalt,Incipit/Explicit,lds49,Univ. Angaben,Signatur/Inv-Nr. etc.,Bestandsangabe,Verfügbarkeit,Unselbst. Werk / Artikel,Bandangaben,Benutzungsrechte,Hinweis,Vorgänger/Nachfolger etc.,Zitierlink,Zitierlink,Permalink
,Trinta anos,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Sá, Leonor, 1957- [ÜbersetzerIn] ",Ingeborg Bachmann ; tradução de Leonor Sá,,Das dreißigste Jahr,"Lisboa : Relógio d'Água Editores Lda.",[1988],,199 Seiten,,Portugiesisch,,Gesamttitel:  Ficções,,,GN 2948,18.10 - Deutsche Literatur;17.97 - Texte eines einzelnen Autors,,,,,,,,,,,,1294632-B NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC01015827,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21337427390003338&context=L&vid=ONB&lang=de_DE
,Tre veje til søen,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Rasmussen Pin, Inge Lise [ÜbersetzerIn] ",Ingeborg Bachmann. Oversat af Inge Lise Rasmussen Pin,,Drei Wege zum See,København : Forl. April,1984,,86 S.,,Dänisch,,,,,,,,ISBN: 8788830004,,,,,,,,,,1695318-B NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC03759386,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21358357180003338&context=L&vid=ONB&lang=de_DE
,La literatura como utopía : (selección de escritos críticos),"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ",,Ingeborg Bachmann. Trad. de Mónica Fernández Arizmendi ..,,,Valencia : Pre-Textos,2012,,282 S.; 22 cm,,Spanisch,,Gesamttitel: Pre-Textos 1171 : Colección textos y pretextos,,Literatur;Philosophie;Musik;Aufsatzsammlung,,17.97 - Texte eines einzelnen Autors;18.10 - Deutsche Literatur,,ISBN: 9788415297642,,AC10667803,,,,,,,,1997590-B NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC10667803,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21384987670003338&context=L&vid=ONB&lang=de_DE
,The book of Franza & Requiem for Fanny Goldmann,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Filkins, Peter [ÜbersetzerIn] ",Ingeborg Bachmann. Transl. from the German and with an introd. by Peter Filkins,,Der Fall Franza,"Evanston, Ill. : Hydra Books, Northwestern Univ. Press",1999,,"XXV, 233 S.; 22 cm",,Englisch,,,,,,18.10 - Deutsche Literatur;17.97 - Texte eines einzelnen Autors,,ISBN: 0810112043,,,,,,,,,,1577392-B HAN MAG,,,,,,,,,http://data.onb.ac.at/rec/AC02922391,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21348153330003338&context=L&vid=ONB&lang=de_DE
,for this brief time : selected poems,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ;Zauft, Richard [KünstlerIn] ","Filkins, Peter, 1958- [ÜbersetzerIn]. [VerfasserIn eines Vorworts] ;Kelm, Daniel, 1951- [BuchbinderIn] ","by Ingeborg Bachmann ; introduction and translations by Peter Filkins ; concept, design, printing, photographs, an photograph text by Richard Zauft ; [Daniel Kelm]",,,[USA] : Richard Zauft Editions,[2022],,32 ungezählte Seiten; Illustrationen,,Englisch,,,,Künstlerbuch ; Gedicht,,21.49 - Photographie: Sonstiges;06.22 - Buchgestaltung;17.97 - Texte eines einzelnen Autors;18.10 - Deutsche Literatur,,,Anmerkungen:  Im Schuber ;Anmerkungen:  Auflage: 20 Exemplare ;Anmerkungen:  Doppelblattfalz ;Exemplar/Standort:  2222620-D ALT LUX;Hinweise:  Ex.13/20 ; signiert vom Künstler ;Einband:  Einband in chemisch geätzten handgeschöpften Papier ; Schuber ,,,,,,,,,2222620-D ALT LUX,,,,,,,,,http://data.onb.ac.at/rec/AC16723061,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21501770500003338&context=L&vid=ONB&lang=de_DE
,"Letzte, unveröffentlichte Gedichte, Entwürfe und Fassungen","Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Höller, Hans, 1947- [HerausgeberIn] ",Ingeborg Bachmann. Ed. u. Kommentar von Hans Höller,,,Frankfurt am Main : Suhrkamp,1998,,165 S.; Ill.,,Deutsch,,,1. Aufl..,"Bachmann, Ingeborg, 1926-1973, Keine Delikatessen;Bachmann, Ingeborg, 1926-1973, Böhmen liegt am Meer;Bachmann, Ingeborg, 1926-1973, Enigma",GN 2947,18.10 - Deutsche Literatur;17.97 - Texte eines einzelnen Autors,,ISBN: 3518409514,,,,,,,,,,1524691-C NEU MAG;1524690-C HAN MAG;1966662-C HAN MAG;1523911-C LIT MAG,,,,,,,,,http://data.onb.ac.at/rec/AC02268426,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21343087290003338&context=L&vid=ONB&lang=de_DE
,"""Male oscuro"" : Aufzeichnungen aus der Zeit der Krankheit : Traumnotate, Briefe, Brief- und Redeentwürfe","Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Schiffermüller, Isolde, 1955- [HerausgeberIn] ;Pelloni, Gabriella, 1975- [HerausgeberIn] ",Ingeborg Bachmann ; herausgegeben von Isolde Schiffermüller und Gabriella Pelloni,,,München : Piper,April 2020,Erscheint auch als: Online-Ausgabe. ISBN 9783492996082,257 Seiten; Faksimiles; 18.7 cm x 12 cm,,Deutsch,,Gesamttitel:  Salzburger Bachmann Edition;Gesamttitel: Piper SV 31636,Ungekürzte Taschenbuchausgabe.,"Quelle;Bachmann, Ingeborg, 1926-1973;Krankheit",,18.10 - Deutsche Literatur;17.97 - Texte eines einzelnen Autors,,ISBN: 9783492316361,"Anmerkungen:  Quellen-, Werk- und Literaturverzeichnis: Seite 225-[232] ;Anmerkungen:  Auf dem Buchumschlag und -Rücken: Werke ",,,,,,,,,2162966-B NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC15591436,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21413656560003338&context=L&vid=ONB&lang=de_DE
,Radyo oyunları,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Cemal, Ahmet, 1942-2017 [ÜbersetzerIn] ",Ingeborg Bachmann. Almancadan çeviren: Ahmet Cemal,,Hörspiele,İstanbul : YKY,2005,,150 S.; 21 cm,,Türkisch,,Gesamttitel: Yapı Kredi yayınları ; 2216 : Edebiyat 666,1. baskı.,,,,,ISBN: 9750809696,Enth. u.a.: Bir düş alişverişi [Einheitssacht.: Ein Geschäft mit Träumen ]. Ağustosböcekleri [Einheitssacht.: Die Zikaden ],,,,,,,,,1829795-B NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC05782932,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21226306990003338&context=L&vid=ONB&lang=de_DE
,"""Todesarten""-Projekt : Transkriptionsedition : Band 3.1 : Malina","Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Pichl, Robert ;Albrecht, Monika, 1953- [HerausgeberIn] ;Göttsche, Dirk, 1955- [HerausgeberIn] ",unter Leitung von Robert Pichl ; herausgegeben und bearbeitet von Monika Albrecht und Dirk Göttsche,,,Münster : [Verlag nicht ermittelbar],1998,,"III, 389 Seiten",,Deutsch,,,,"Quelle;Bachmann, Ingeborg, 1926-1973, Malina;Roman;Transkription",,18.10 - Deutsche Literatur,,,,,,,,,,,,2260014-C.3.1 LIT MAG,,,,,,,,,http://data.onb.ac.at/rec/AC17264142,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21526181560003338&context=L&vid=ONB&lang=de_DE
,Tres senderos hacia el lago,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Solar, Juan José del, 1948-2014 [ÜbersetzerIn] ",Ingeborg Bachmann. Trad. de Juan J. del Solar,,Simultan,Madrid : Ed. Alfaguara,1987,,226 S.; 20 cm,,Spanisch,,Gesamttitel: Literatura Alfaguara 203,,,,,,ISBN: 8420424374,,,,,,,,,,1451821-B.203 NEU PER,,,,,,,,,http://data.onb.ac.at/rec/AC02455466,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21344058160003338&context=L&vid=ONB&lang=de_DE
,Malina,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Solar, Juan José del, 1948-2014 [ÜbersetzerIn] ",Ingeborg Bachmann. Trad. de Juan J. del Solar,,Malina,Madrid : Ed. Alfaguara,1986,,347 S.,,Spanisch,,Gesamttitel: Literatura Alfaguara 193,,,,,,,,,,,,,,,,1032719-B.193 NEU PER,,,,,,,,,http://data.onb.ac.at/rec/AC01498041,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21339473020003338&context=L&vid=ONB&lang=de_DE
,Ingeborg Bachmann,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Hensel, Kerstin, 1961- [HerausgeberIn] ",Auswahl Kerstin Hensel ; Grafik von Gustav Klimt,,,Wilhelmshorst : Märkischer Verlag,2019,,31 Seiten; Illustrationen; 22 cm,,Deutsch,,Gesamttitel: Poesiealbum 350,,Anthologie ; Lyrik ; Gedicht,,17.97 - Texte eines einzelnen Autors;18.10 - Deutsche Literatur,,ISBN: 9783943708509,,,,,,,,,,2159255-B NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC15557201,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21412237020003338&context=L&vid=ONB&lang=de_DE
,Malina,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Trufin, Ramona [ÜbersetzerIn] ",Ingeborg Bachmann. Trad. din germană şi note de Ramona Trufin,,Malina,Bucureşti : Humanitas,2007,,276 S.; Notenbeisp.; 20 cm,,Rumänisch,,Gesamttitel:  Raftul Denisei;Gesamttitel:  Fiction,,Roman;Deutsch o;Rumänisch ü,,17.97 - Texte eines einzelnen Autors;18.10 - Deutsche Literatur,,ISBN: 9789735016081,,,,,,,,,,1909029-B NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC06721033,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21218669930003338&context=L&vid=ONB&lang=de_DE
,Kritische Schriften,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Albrecht, Monika [HerausgeberIn] ",Ingeborg Bachmann. Hrsg. von Monika Albrecht ...,,,München [u.a.] : Piper,2005,,"VI, 828 S.; 22 cm",,Deutsch,,,,Literatur;Aufsatzsammlung;Philosophie;Aufsatzsammlung;Musik;Aufsatzsammlung,GN 2947,18.10 - Deutsche Literatur;17.97 - Texte eines einzelnen Autors,,ISBN: 3492047076,Anmerkungen:  Literaturverz. S. 808 - 809 ,AC04391351,,,,,,,,1764338-B NEU MAG;1771169-B HAN MAG;2220325-B LIT MAG,,,,,,,,,http://data.onb.ac.at/rec/AC04391351,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21365328510003338&context=L&vid=ONB&lang=de_DE
,Malina,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Östergaard, Linda, 1962- [ÜbersetzerIn] ",Ingeborg Bachmann. Till svenska av Linda Östergaard,,Malina,Stockholm : Salamonski,2009,,337 S.; 20 cm,,Schwedisch,,,,Roman;Deutsch o;Schwedisch ü,,17.97 - Texte eines einzelnen Autors;18.10 - Deutsche Literatur,,ISBN: 9789197585828,Aus d. Dt. übers.,,,,,,,,,1938733-B NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC08261284,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21323543760003338&context=L&vid=ONB&lang=de_DE
,Das dreißigste Jahr : Erzählungen,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Svandrlik, Rita, 1952- [HerausgeberIn] ;Bengesser, Silvia, 1957- [MitwirkendeR] ;Höller, Hans, 1947- [MitwirkendeR] ",Ingeborg Bachmann ; herausgegeben von Rita Svandrlik ; unter Mitarbeit von Silvia Bengesser und Hans Höller,,Das dreißigste Jahr,München : Berlin : Zürich : Piper;Berlin : Suhrkamp,2020,,529 Seiten; Illustrationen; 21 cm,,Deutsch,,Gesamttitel:  Werke und Briefe / Ingeborg Bachmann,Erste Auflage.,Anthologie ; Erzählende Literatur: Gegenwartsliteratur ab 1945 ; Erzählung,GN 2946,18.10 - Deutsche Literatur;17.97 - Texte eines einzelnen Autors,,ISBN: 9783518426074; ISBN: 3518426079,"Anmerkungen:  Am Buchrücken: ""Werke"" ;Anmerkungen:  Literaturverzeichnis: Seite 497-[509] ",,,,,,,,,2172067-B NEU MAG;2173311-B LIT MAG,,,,,,,,,http://data.onb.ac.at/rec/AC15259899,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21402935140003338&context=L&vid=ONB&lang=de_DE
,Il libro Franza,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Albrecht, Monika [VerfasserIn von ergänzendem Text] ;Göttsche, Dirk, 1955- [VerfasserIn von ergänzendem Text] ;Olivetti, Magda [ÜbersetzerIn] ;Reitani, Luigi, 1959-2021 [ÜbersetzerIn]. [HerausgeberIn] ",Ingeborg Bachmann ; testo critico tedesco stabilito da Monika Albrecht e Dirk Göttsche ; edizione italiana a cura di Luigi Reitani ; traduzione di Magda Olivetti e Luigi Reitani,,Der Fall Franza,Milano : Adelhpi Edizioni,gennaio 2024,,377 Seiten; 20 cm,,Italienisch,,Gesamttitel: Gli Adelphi 684,Prima edizione in questa collana.,Fiktionale Darstellung ; Roman;Psychiater;Psychische Krise;Ehefrau,,18.10 - Deutsche Literatur;17.97 - Texte eines einzelnen Autors,,ISBN: 9788845938702,,,,,,,,,,2282251-B NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC17585027,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21536964080003338&context=L&vid=ONB&lang=de_DE
,Malina : Roman,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Östergaard, Linda, 1962- [ÜbersetzerIn] ;Tunedal, Jenny, 1973- ",Ingeborg Bachmann ; översättning och kommentarer Linda Östergaard ; efterord Jenny Tunedal,,Malina,Lund : Ellerströms,[2019],,341 Seiten; 21 cm,,Schwedisch,,,,Fiktionale Darstellung ; Roman;Frau;Ich-Auflösung,,18.10 - Deutsche Literatur;17.97 - Texte eines einzelnen Autors,,ISBN: 9789172475632,,,,,,,,,,2182806-B NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC16185447,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21481113820003338&context=L&vid=ONB&lang=de_DE
,"Werke : 1 : Gedichte, Hörspiele, Libretti, Übersetzungen","Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Koschel, Christine, 1936-2024 [HerausgeberIn] ",Ingeborg Bachmann ; hrsg. v. Christine Koschel ...,,,München [u.a.] : Piper,1993,,682 S.,,Deutsch,,Gesamttitel: Serie Piper 1701,"Neuausg., 1. Aufl., 1.-8. Tsd. = 5. Aufl., 31.-37. Tsd..",,GN 2946,,,ISBN: 3492117015,,,,,,,,,,1066899-B.1701 HAN MAG;2138400-B.1 HAN MAG,,,,,,,,,http://data.onb.ac.at/rec/AC00810811,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21336214600003338&context=L&vid=ONB&lang=de_DE
,"Werke : 4 : Essays, Reden, Vermischte Schriften, Anhang","Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Koschel, Christine, 1936-2024 [HerausgeberIn] ",Ingeborg Bachmann ; hrsg. v. Christine Koschel ...,,,München [u.a.] : Piper,1993,,441 S.,,Deutsch,,Gesamttitel: Serie Piper 1704,"Neuausg., 1. Aufl., 1.-8. Tsd. = 5. Aufl., 31.-37. Tsd..",,GN 2946,,,ISBN: 349211704X,Anmerkungen:  Bibliogr. I. Bachmann S. 424 - 428 ,,,,,,,,,1066899-B.1704 HAN MAG;2138400-B.4 HAN MAG,,,,,,,,,http://data.onb.ac.at/rec/AC00810836,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21336213860003338&context=L&vid=ONB&lang=de_DE
,Werke : 4 : Essays ; Reden ; Vermischte Schriften ; Anhang,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Koschel, Christine, 1936-2024 [HerausgeberIn] ","Ingeborg Bachmann. Hrsg. von Christine Koschel, Inge von Weidenbaum, Clemens Münster",,,München [u.a.] : Piper,1984,,441 S.,,Deutsch,,,"3. Aufl., 17. - 23. Tsd..",,,,,,"Anmerkungen:  In d. Vorlage auch als 2. Aufl., 13. - 19. Tsd. bezeichnet ;Anmerkungen:  Bibliogr. I. Bachmann S. 424 - 428 ",,,,,,,,,1195127-B.4 NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC01494787,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21339332270003338&context=L&vid=ONB&lang=de_DE
,"Werke : 4 : Essays, Reden, Vermischte Schriften, Anhang","Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Koschel, Christine, 1936-2024 [HerausgeberIn] ",Ingeborg Bachmann. Hrsg. von Christine Koschel ...,,,München : Piper,2010,,441 S.,,Deutsch,,Gesamttitel: Serie Piper 1704,2. Aufl..,Essay ; Rede;Deutsch,,,,ISBN: 9783492217040,Anmerkungen:  Bibliogr. I. Bachmann S. 424 - 428 ,,,,,,,,,1920987-B.4 NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC08018240,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21228836590003338&context=L&vid=ONB&lang=de_DE
,"Werke : 1 : Gedichte, Hörspiele, Libretti, Übersetzungen","Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Koschel, Christine, 1936-2024 [HerausgeberIn] ",Ingeborg Bachmann. Hrsg. von Christine Koschel ...,,,München : Piper,2010,,682 S.,,Deutsch,,Gesamttitel: Serie Piper 1701,2. Aufl..,Hörspiel ; Anthologie ; Gedicht ; Libretto,,,,ISBN: 9783492217019,,,,,,,,,,1920987-B.1 NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC08018205,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21228836170003338&context=L&vid=ONB&lang=de_DE
,"Werke : 4 : Essays, Reden, vermischte Schriften, Anhang","Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Koschel, Christine, 1936-2024 [HerausgeberIn] ",Ingeborg Bachmann. Hrsg. v. Christine Koschel ...,,,Wien [u.a.] : Buchgemeinschaft Donauland [u.a.],[1978],,541 S.,,Deutsch,,,,,,,,,,,,,,,,,,1173463-B.4 NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC07665887,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21234928310003338&context=L&vid=ONB&lang=de_DE
,"Werke : 1 : Gedichte, Hörspiele, Libretti, Übersetzungen","Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Koschel, Christine, 1936-2024 [HerausgeberIn] ",Ingeborg Bachmann. Hrsg. v. Christine Koschel ...,,,Wien [u.a.] : Buchgemeinschaft Donauland [u.a.],[1978],,682 S.,,Deutsch,,,,,,,,,,,,,,,,,,1173463-B.1 NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC07665883,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21234928640003338&context=L&vid=ONB&lang=de_DE
,"Werke : [in vier Bänden] : 1 : Gedichte, Hörspiele, Libretti, Übersetzungen","Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Koschel, Christine, 1936-2024 [HerausgeberIn] ",Ingeborg Bachmann. Hrsg. von Christine Koschel ...,,,München [u.a.] : Piper,1978,,682 S.; 21 cm,,Deutsch,,,,,GN 2946,18.10 - Deutsche Literatur;17.97 - Texte eines einzelnen Autors,,ISBN: 3492022863,,,,,,,,,,1154054-B.1 HAN MAG;1152555-B.1 NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC00816341,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21234929340003338&context=L&vid=ONB&lang=de_DE
,Simultaan,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Beers, Paul, 1935-2024 [ÜbersetzerIn] ",Ingeborg Bachmann. Uit het Duits vertaald door Paul Beers,,,Amsterdam : Amber,1987,,223 S.; 20 cm,,Niederländisch,,,,,,,,ISBN: 9050930158,,,,,,,,,,1284643-B NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC01494849,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21339331290003338&context=L&vid=ONB&lang=de_DE
,Básně,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Jacobsenová, Michaela [ÜbersetzerIn] ",Ingeborg Bachmannová. [Přel. Michaela Jacobsenová],,,Praha : ERM,1997,,147 S.,,Tschechisch,,Gesamttitel: Poezie 2,Vyd. 1.,,,,,ISBN: 8085913275,,,,,,,,,,1489427-B.2 NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC01879531,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21341466050003338&context=L&vid=ONB&lang=de_DE
,Izbor,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Jenčič, Lučka [HerausgeberIn] ;Uršič, Anja, 1935- [ÜbersetzerIn] ",Ingeborg Bachmann. [Prevodi: Anja Uršič ... Uredila: Lučka Jenčič],,,Celovec : Dunaj [u.a.] : Mohorjeva,2002,,123 S.; Ill.; 20 cm,,Slowenisch,,Gesamttitel:  Austriaca,,,,,,ISBN: 3850137368,,,,,,,,,,1660136-B NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC03483826,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21355846790003338&context=L&vid=ONB&lang=de_DE
,Ein Tag wird kommen : Gespräche in Rom,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Haller, Gerda, 1943- [HerausgeberIn] ",Ingeborg Bachmann. Ein Porträt von Gerda Haller. Mit einem Nachw. von Hans Höller,,,Salzburg : Wien : Jung u. Jung,2004,,103 S.; zahlr. Ill.; 19 cm,,Deutsch,,,,"Bachmann, Ingeborg Interviews -- Automatisch aus GBV_2011-10 2012-06-14;Authors, Austrian ; Interviews ; 20th century;Bachmann, Ingeborg, 1926-1973;Interview",GN 2949,18.10 - Deutsche Literatur,,ISBN: 3902144823,"Anmerkungen:  CD u.d.T.. Gespräche in Rom Juni 2003 ;Anmerkungen:  Literaturverz. S. 102 ;Anmerkungen:  Hier auch später erschienene, unveränderte Nachdrucke (2005) ;Begleitmaterial:  1 CD ",,,,,,,,,1753214-B NEU SOND;1753213-B HAN MAG,,,,,,,,,http://data.onb.ac.at/rec/AC04107288,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21364336660003338&context=L&vid=ONB&lang=de_DE
,Otuzuncu yaş : bütün öyküler,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Şipal, Kâmuran, 1926-2019 [ÜbersetzerIn] ",Ingeborg Bachmann. Çeviren: Kâmuran Şipal,,,İstanbul : YKY,2012,,563 S.; 21 cm,,Türkisch,,Gesamttitel: Yapı Kredi yayınları ; 2055 : Edebiyat 613;Gesamttitel:  Öykü,3. baskı.,Erzählung;Deutsch o;Türkisch ü,,17.97 - Texte eines einzelnen Autors;18.10 - Deutsche Literatur,,ISBN: 9750808118,,,,,,,,,,2041656-B NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC04665835,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21366723550003338&context=L&vid=ONB&lang=de_DE
,Zatmění země : rozhlasové hry,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Jacobsenová, Michaela, 1947- [ÜbersetzerIn] ",Ingeborg Bachmannová,,,Zblov : Opus,2018,,137 Seiten; 20 cm,,Tschechisch,,Gesamttitel:  Opus (Opus),Vydání první.,Anthologie ; Hörspiel ; Dramatik;Deutsch o;Tschechisch ü,,17.97 - Texte eines einzelnen Autors;18.10 - Deutsche Literatur,,ISBN: 9788087048559; ISBN: 8087048555,"Normierter Titel:  Bachmann, Ingeborg Geschäft mit Träumen ;Normierter Titel:  Bachmann, Ingeborg Zikaden ;Normierter Titel:  Bachmann, Ingeborg Der gute Gott von Manhattan ;Obchod se sny -- Cikády -- Dobrý Bůh z Manhattanu",,,,,,,,,2144104-B NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC15321997,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21404530610003338&context=L&vid=ONB&lang=de_DE
,Symultanka,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Linke, Anna Maria [ÜbersetzerIn] ",Ingeborg Bachmann. Przełożyła: Anna M. Linke,,Simultan,Warszawa : Czytelnik,1975,,273 S.,,Polnisch,,,Wyd. 1..,,,,,,,,,,,,,,,1254801-A NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC01856706,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21218164090003338&context=L&vid=ONB&lang=de_DE
,Lettres à Felician,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Dauzat, Pierre-Emmanuel, 1958- [ÜbersetzerIn] ","Ingeborg Bachmann. Trad. de l'allem. et préfacé par Pierre-Emmanuel Dauzat",,Briefe an Felician,Arles : Actes Sud,2006,,84 S.,,Französisch,,Gesamttitel:  Lettres allemandes,,,,,,ISBN: 2742758941,,,,,,,,,,1833310-B HAN MAG,,,,,,,,,http://data.onb.ac.at/rec/AC05701551,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21226446670003338&context=L&vid=ONB&lang=de_DE
,Čára života,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Jacobsenová, Michaela, 1947- [ÜbersetzerIn] ",Ingeborg Bachmannová ; přeložila Michaela Jacobsenová,,,Zblov : Opus,2016,,151 Seiten; 20 cm,,Tschechisch,,Gesamttitel: Edice Opus svazek 55,V této podobě vydání první.,Anthologie ; Gedicht;Deutsch o;Tschechisch ü,,17.97 - Texte eines einzelnen Autors;18.10 - Deutsche Literatur,,ISBN: 9788087048474; ISBN: 8087048474,"Anmerkungen:  Ursprünglich veröffentlicht in : Bachmann, Ingeborg : Werke Bd 1 (1978 ) und : Bachmann, Ingeborg: Ich weiß keine bessere Welt (2000 ) ",,,,,,,,,2103671-B NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC13763750,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21292217740003338&context=L&vid=ONB&lang=de_DE
